memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
3349,5536,Political,3,Contested parliamentary seat,Slough,,1997.0,,
3349,5547,Non political,1,Barrister,,,1997.0,,
3349,5537,Political,3,District Councillor,South Oxfordshire District Council,,1995.0,,1998.0
3349,5543,Non political,1,Legal Adviser,Institute of Practitioners in Advertising,,1984.0,,1987.0
3349,5544,Non political,1,Lawyer and Inspector,"Barclays bank International, London   ",,1983.0,,1984.0
3349,5545,Non political,1,Lawyer ,"Barclays Bank International, New York, USA",,1980.0,,1983.0
3351,6084,Non political,1,Chairman,Ofcom,,2018.0,,2020.0
3351,3685,Public life,2,Chairman,Freedom of Information Commission,,2015.0,,2016.0
3351,1777,Public life,2,Non Executive Member,Office for Budget Responsibility (OBR),,2011.0,,
3351,1770,Non political,1,Chairman,Channel 4 Television Corporation,,2010.0,,2016.0
3351,1773,Non political,1,Chairman,Marks & Spencer plc,,2006.0,,2008.0
3351,1783,Public life,2,Chairman,Structural Review of the Football Association on behalf of the FA,,2005.0,,2006.0
3351,1769,Non political,1,Non Executive Director,Banco Santander,,2004.0,,2014.0
3351,1782,Public life,2,Independent Adviser to the Secretary of State,BBC Charter Review,,2004.0,,2006.0
3351,1771,Non political,1,Chairman of Governing Body,Royal Academy of Music,,2003.0,,2014.0
3351,1768,Non political,1,Chairman,Santander UK plc (formerly Abbey National plc),,2002.0,,2015.0
3351,1772,Non political,1,Chairman,Glas Cymrus Limited (Welsh Water),,2000.0,,2010.0
3351,1776,Non political,1,Non Executive Director,The British Land Company plc,,2000.0,,2005.0
3351,1781,Public life,2,Chairman,National Lottery Commission,,2000.0,,2001.0
3351,1774,Non political,1,Non Executive Director,Legal and General Group plc,,1999.0,,2001.0
3351,1775,Non political,1,Non Executive Director,Pearson plc,,1999.0,,2010.0
3351,1780,Public life,2,Chairman,Committee of Inquiry into “The Impact of Hunting with Dogs in England and Wales”,,1999.0,,2000.0
3351,1778,Public life,2,Permanent Secretary,H M Treasury,,1991.0,,1998.0
3351,1779,Public life,2,Chief Economic Adviser,H M Treasury and head of the Government Economic Service,,1980.0,,1991.0
3364,4155,Non political,1,Founder and CEO,Humanitarian Aid Relief Trust (HART),,2007.0,,2021.0
3364,6068,Non political,1,Founder and President,Humanitarian Aid Relief Trust (HART),,2007.0,,
3364,3657,Public life,2,Chancellor,Liverpool Hope University,,2006.0,,2013.0
3364,3658,Public life,2,Hon. President,Dean Close School,,2005.0,,2016.0
3364,3659,Public life,2,Hon. President,Tushinskaya (Moscow) Childrens' Hospital Trust,,1995.0,,2021.0
3364,3656,Public life,2,Chancellor,Bournemouth University,,1991.0,,2001.0
3364,6503,Political,3,Member,Conservative Party,5.0,1983.0,9.0,2004.0
3364,3654,Non political,1,"Director, Nursing Education Reseach Unit","Chelsea College, University of London",,1977.0,,1984.0
3364,3653,Non political,1,Head of Dept. of Sociology,Polytechnic of North London,,1974.0,,1977.0
3384,1612,Non political,1,Chartered Accountant,Independent,,1969.0,,
3385,4082,Public life,2,Chairman of Council,King Edward VII's Hospital,,1998.0,,2004.0
3385,1973,Non political,1,Chief of Defence Staff,Ministry of Defence,,1988.0,,1991.0
3385,1974,Non political,1,Chief of Air Staff,Ministry of Defence,,1985.0,,1988.0
3395,2653,Non political,1,Industrial and PR Consultant,Self employed,,1989.0,,
3395,2651,Non political,1,Chairman,TU Fund Managers Ltd,,1983.0,,2013.0
3395,2652,Non political,1,General Secretary,Inland Revenue Staff Federation,,1976.0,,1989.0
3396,4975,Non political,1,Consultant,DLA Piper UK LLP,,2018.0,,
3396,4976,Public life,2,Chair of Council,Queen Mary University of London,,2017.0,,
3396,4222,Public life,2,Chair,Ombudsman Services,,2016.0,,
3396,4974,Non political,1,Partner,DLA Piper UK LLP,,2016.0,,2018.0
3396,4221,Political,3,Liberal Democrat spokesperson on Creative Industries,,,2015.0,,
3396,995,Public life,2,Member Council,University College London,,2012.0,,2017.0
3396,3034,Political,3,Chair,Liberal Democrats in Communications,,2012.0,,
3396,987,Non political,1,London Managing Parter,DLA Piper UK LLP,,2011.0,,2016.0
3396,997,Public life,2,President,Ambitious About Autism,,2011.0,,
3396,994,Public life,2,Chair of Council ,London School of Pharmacy,,2008.0,,2012.0
3396,993,Public life,2,Chair ,Treehouse Trust,,2001.0,,2008.0
3396,988,Non political,1,Co-Chair Global Government Relations,DLA Piper UK Ltd,,1999.0,,2010.0
3396,992,Public life,2,Chair ,Crime Concern,,1991.0,,1995.0
3396,989,Non political,1,Co-Secretary and Legal Director,Kingfisher plc,,1986.0,,1995.0
3396,996,Public life,2,Trustee,Cancerbackup,,1986.0,,2008.0
3396,990,Non political,1,Legal Director,Grand Metropolitan Retailing,,1984.0,,1986.0
3396,991,Non political,1,Head of Legal Services,London Weekend Television,,1980.0,,1984.0
3414,1522,Non political,1,Director,Close Brothers,,1993.0,,1999.0
3414,1525,Public life,2,Governor,University of Hertfordshire,,1993.0,,1999.0
3414,1527,Public life,2,Trustee,Pilgrim Trust,,1993.0,,2010.0
3414,1529,Public life,2,Deputy Lieutenant,Hertfordshire,,1993.0,,
3414,1526,Public life,2,Trustee,Stevenage Community Trust,,1990.0,,1999.0
3414,1524,Non political,1,Fellow,Association of Corporate Treasurers,,1980.0,,
3414,1521,Non political,1,Treasury Manager,British Petroleum,,1979.0,,1987.0
3414,1528,Public life,2,Trustee,Knebworth House Education and Preservation Trust,,1975.0,,
3414,1520,Non political,1,Treasurer,Finance for Industry,,1974.0,,1979.0
3414,1523,Non political,1,Chairman,Lytton Enterprises Ltd,,1971.0,,
3425,5232,Public life,2,Patron,Steamship Freshspring Society,3.0,2014.0,,
3425,5231,Non political,1,Soldier and Officer,Royal Electrical and Mechanical Engineers TA,,1974.0,,2017.0
3428,4708,Political,3,Secretary of State for Defence's Advisor on Oman,,,2016.0,,
3428,4709,Political,3,Prime Minister's Trade Envoy to Oman,,,2016.0,,
3428,1784,Public life,2,Deputy Lieutenant,Kent,,1996.0,,
3434,1289,Public life,2,Chairman,Leeds Castle Foundation,,2001.0,,2007.0
3434,1287,Public life,2,Chairman,"Board of Governors, Royal Northern College of Music",,2000.0,,2005.0
3434,1290,Public life,2,Chairman,Hestercombe Gardens Trust,,1996.0,1.0,2005.0
3434,1286,Public life,2,Chancellor,University of Hull,,1994.0,,2006.0
3434,1288,Public life,2,Chairman,"Board of Trustees, Victoria and Albert Museum",,1988.0,,1998.0
3434,1285,Non political,1,Head of the Home Civil Service,HM Government,,1981.0,,1987.0
3434,1284,Non political,1,Secretary of the Cabinet,HM Government,,1979.0,,1987.0
3434,4092,Public life,2,Fellow,Eton College,,1979.0,,1994.0
3434,4093,Public life,2,Trustee,RVW Trust,,1956.0,,
3440,1767,Political,3,Chairman,Countryside Commission,,1981.0,,1991.0
3446,1728,Public life,2,Chair,British Acupuncture Accreditation Board,,1990.0,,1999.0
3446,1727,Non political,1,Area Education Officer,Oxfordshire L.E.A,,1980.0,,1988.0
3446,1726,Non political,1,Professional Assistant,Leicestershire L.E.A,,1978.0,,1980.0
3446,1725,Non political,1,"School Teacher (German, French)",Hemel Hempstead School,,1974.0,,1977.0
3446,1724,Non political,1,"School Teacher (German, French)",Christ's Hospital,,1970.0,,1974.0
3470,3746,Public life,2,Board Member,British Institute of Technology and E-Commerce,,2013.0,,
3470,3128,Public life,2,Chairman,British Institute of Technology and E-Commerce (Private Uni),,2009.0,,2013.0
3470,2117,Political,3,Chairman,South Yorkshire Labour Party,,1993.0,,2000.0
3470,3129,Public life,2,Magistrate,Rotherham Magistrates' Court,,1992.0,,2000.0
3470,3744,Non political,1,Business Development Manager,Kilnhurst Business Park,,1991.0,,
3470,3745,Non political,1,Director,Blackhorn Ltd - Property Development,,1991.0,,
3470,2116,Political,3,Local Councillor,Rotherham met. Borough Council,,1990.0,,2000.0
3474,5983,Public life,2,Chair,United Nations Association: UK,,2022.0,,
3474,2115,Public life,2,Member,Child Support Appeals Tribunal,,1993.0,,1996.0
3474,3626,Political,3,Chairman,Conservative Womens National Committee,,1993.0,,1996.0
3474,2114,Public life,2,Member,Women's National Commission,,1991.0,,1994.0
3474,3630,Public life,2,Magistrate,NW Surrey,,1985.0,,1997.0
3474,2112,Public life,2,Member,Social Security Appeals Tribunal,,1983.0,,1996.0
3474,2111,Public life,2,Adviser/Chairman of Management Committee/President,Woking Citizens Advice Bureau,,1976.0,,2010.0
3474,2110,Non political,1,History Teacher,St David's School,,1969.0,,1974.0
3477,6329,Non political,1,Master,"University College, Oxford",,2020.0,,
3496,5762,Public life,2,President,OSCE PA,12.0,2020.0,,
3496,3379,Public life,2,Vice President,OSCE PA,,2015.0,12.0,2020.0
3496,2790,Political,3,Parliamentary Delegation,OSCE Leader,,2014.0,,2017.0
3496,1982,Political,3,Parliamentary Delegation,OSCE Member,,2007.0,,
3496,1987,Public life,2,Member United Kingdom delegation,Committee of the Regions,,1994.0,,1998.0
3496,1988,Public life,2,Member of the Bureau,"Member Institutional Affairs Commission, Transport & Telecommunications Commission",,1994.0,,1998.0
3496,1985,Public life,2,Member-Appointed by Secretary of State,National Training Taskforce (Creation of TECs),,1990.0,,1992.0
3496,1986,Public life,2,Member UK delegation,Congress (formerly Standing Conference) of Local and Regional Authorities of Europe (Council of Europe) ,,1990.0,,1998.0
3496,1984,Public life,2,Member (Disposing of assets of GLC),London Residuary Body,,1985.0,,1993.0
3496,1983,Public life,2,Member-Appointed by Secretary of State,Audit Commission for England & Wales,,1983.0,,1995.0
3496,1981,Political,3,Leader of the Opposition,Association of Metropolitan Authorities (AMA),,1982.0,,1994.0
3496,1977,Political,3,Leader ,Croydon Council ,,1980.0,,1994.0
3496,1978,Political,3,Mayor,Croydon ,,1979.0,,1980.0
3496,1979,Political,3,Chairman,London Boroughs Association,,1978.0,,1994.0
3496,1980,Political,3,Deputy Chairman ,Association of Metropolitan Authorities (AMA),,1978.0,,1980.0
3496,1976,Political,3,Leader,Croydon Council,,1976.0,,1979.0
3496,1975,Political,3,Member,Croydon Council,,1968.0,,1998.0
3504,6336,Public life,2,Govenor,Chichester College Group,,2022.0,,
3504,6334,Public life,2,Trustee,Royal Pavilion Museum Trust,,2020.0,,
3504,6332,Non political,1,Director of Place,Business in the Community,,2019.0,,
3504,6335,Public life,2,Governor ,GB Met,,2019.0,,2022.0
3504,6337,Public life,2,Trustee,Child Poverty Action Group,,2019.0,,2022.0
3504,6333,Public life,2,Trustee,People History Museum,,2016.0,,
3514,5073,Non political,1,Editor and Presenter of 'The South Bank Show',Sky Arts,,2011.0,,
3514,2456,Non political,1,Director,Directors Cut Productions Ltd.,,2010.0,,
3514,5644,Public life,2,President,Words by the Water,,2008.0,,2020.0
3514,5643,Non political,1,Chancellor,University of Leeds,,2004.0,,2019.0
3514,5642,Non political,1,President,MIND,,2002.0,,2017.0
3514,4157,Public life,2,Chancellor,University of Leeds,,2000.0,,2017.0
3514,2457,Non political,1,Presenter 'In Our Time',BBC Radio 4,,1998.0,,
3514,2465,Public life,2,Chairman,MIND,,1997.0,,2011.0
3514,2458,Non political,1,Controller of Arts,ITV,,1990.0,,2010.0
3514,2466,Public life,2,President,National Campaign for the Arts,,1985.0,,2005.0
3514,2460,Non political,1,Editor and Presenter 'The South Bank Show',London Weekend Television,,1978.0,,2010.0
3514,2459,Non political,1,Head of Arts,LWT/ITV,,1977.0,,2010.0
3514,2461,Non political,1,Editor 'Read All About It',BBC,,1974.0,,1977.0
3514,2462,Non political,1,Chairman,Arts General Literature Panel,,1970.0,,1974.0
3514,2463,Non political,1,Director,"Melvyn Bragg Limited- independent programme maker for BBC Radio, BBC TV and Sky Arts",,1965.0,,
3515,2525,Public life,2,Trustee,Parliament Choir,,2011.0,,
3515,2524,Public life,2,Chairman,CORESS,,2006.0,,2012.0
3515,2516,Public life,2,Joint Life President,Reed's School,,2002.0,,
3515,2523,Public life,2,Chairman,Hospital of St. John and St. Elizabeth,,1999.0,,2007.0
3515,2520,Public life,2,Trustee,Music at Winchester,,1995.0,,2006.0
3515,2521,Public life,2,Treasurer,Florence Nightingale Art in Sickness Trust,,1995.0,,2006.0
3515,2522,Public life,2,Treasurer ,New England Company,,1995.0,,2006.0
3515,2517,Public life,2,Chair of Governors,Reed's School,,1994.0,,2002.0
3515,2518,Public life,2,Chairman,Friends of Lambeth Palace Library,,1992.0,,2008.0
3515,2519,Public life,2,Special Trustee,Hammersmith and Queen Charlotte's Hospital Authority,,1992.0,,2000.0
3515,2514,Non political,1,Director,Guinness Mahon and Co. Ltd,,1988.0,,1990.0
3515,2515,Non political,1,Director,Nestor - BNA Plc.,,1988.0,,2000.0
3515,2512,Non political,1,Partner,"Henderson Crosthwaite and Co., Stockbrokers",,1973.0,,1986.0
3515,2513,Non political,1,Director,The Bridgeman Art Library Ltd.,,1972.0,,
3526,5289,Public life,2,Board Member ,Isles of Scilly Transport Board,,2019.0,,2021.0
3526,5287,Non political,1,Vice President ,ALLRAIL,,2017.0,,
3526,3393,Non political,1,Trustee,Plymouth Marine Laboratories Ltd,,2012.0,,2017.0
3526,257,Public life,2,Chairman,European Rail Freight Association,,2009.0,,2010.0
3526,255,Public life,2,Board Member,"Fowey Harbour Commission, Cornwall",,2006.0,,2014.0
3526,256,Non political,1,Board Member,European Rail Freight Association,,2006.0,,2020.0
3526,5288,Non political,1,Honorary President ,UK Maritime Pilots Association ,,2001.0,,
3526,253,Non political,1,Chairman,Rail Freight Group,,1997.0,,2018.0
3526,252,Non political,1,Public Affairs Manager,Eurotunnel,,1984.0,,1994.0
3526,254,Non political,1,Project manager etc,George Wimpey & Co Ltd,,1967.0,,1985.0
3561,4968,Public life,2,Chair,Bar Standards Board,,2018.0,,
3561,4470,Non political,1,Chair of Trustees,British Lung Foundation,,2017.0,,
3561,2147,Public life,2,Chair,Orbit Group,,2013.0,,
3561,2148,Public life,2,Chair,Franco-British Council,,2013.0,,
3561,74,Public life,2,Chair,British Library Board,,2010.0,,2018.0
3561,75,Public life,2,Chair,Great Ormond Street Hospital,,2009.0,,2017.0
3561,71,Non political,1,Vice Chancellor,University of Greenwich,,2004.0,,2011.0
3561,2146,Public life,2,Chair,Royal Institute of British Architects Trust,,2003.0,,2010.0
3561,2144,Public life,2,Chair,Institute of Public Policy Research (IPPR),,1988.0,,1997.0
3561,72,Non political,1,Master,"Birkbeck College, University of London",,1987.0,,1997.0
3561,2145,Public life,2,Chair,General Advisory Council BBC,,1987.0,,1991.0
3561,73,Non political,1,Deputy Education Officer,Inner London Education Authority (ILEA),,1983.0,,1987.0
3561,2143,Non political,1,Professor,Institute of Education,,1978.0,,1983.0
3561,2142,Non political,1,Adviser,"Central Policy Review Staff, Cabinet Office",,1975.0,,1978.0
3561,2141,Non political,1,Lecturer,London School of Economics,,1966.0,,1975.0
3573,3403,Public life,2,Patron,UN Women UK,,2010.0,,
3573,3406,Public life,2,Patron,JAN Trust,,2010.0,,
3573,3404,Public life,2,Patron,HIV Sport,,2009.0,,
3573,3398,Political,3,President,Fabian Society - Brighton and Hove,,2008.0,,
3573,3401,Public life,2,Patron,Yorkshire Mesmac,,2008.0,,
3573,4091,Public life,2,Vice President,Electoral Reform Society,,2003.0,,2006.0
3573,3402,Public life,2,President,FPA,,2000.0,,
3573,3400,Public life,2,Patron,Brighton and Hove Women's Centre,,1999.0,,
3573,3399,Public life,2,Past President,Epilepsy Action,,1996.0,,2006.0
3573,3405,Public life,2,President,Mary MacArthur Holiday Trust,,1993.0,,2007.0
3573,4088,Political,3,Director of Organisation,Labour Party,,1985.0,,1993.0
3573,4089,Political,3,Assitant National Agent & Chief Women's Officer,Labour Party,,1975.0,,1985.0
3573,4090,Political,3,Assistant Regional Organiser,Labour Party,,1969.0,,1975.0
3577,3123,Public life,2,Vice President,Oulton Park Cricket Club,,2006.0,,
3577,3117,Non political,1,Director,Cheshire and Warrington Economic Alliance,,2005.0,,2010.0
3577,3116,Non political,1,Director,Dairy Farmers of Britain,,2003.0,,2009.0
3577,3121,Public life,2,President,Royal Association of British Dairy Farmers,,2001.0,,2003.0
3577,3122,Public life,2,Chairman Local Football Partnership,Liverpool County FA,,2001.0,,2006.0
3577,3120,Public life,2,President,Western Holstein Breeders Club,,1999.0,,2000.0
3577,3115,Non political,1,Director,Everton Football Club Company,,1994.0,,2000.0
3577,3119,Public life,2,Cheshire Representative,The Royal Agricultural Society of England,,1994.0,,1997.0
3577,3114,Non political,1,Director,Littlewoods (Various Companies),,1993.0,,1997.0
3577,3118,Public life,2,Member of the Executive Council,Cheshire Agricultural Society,,1986.0,,1999.0
3596,914,Public life,2,Chairman,Royal Free Hospital,,1994.0,,1997.0
3596,922,Public life,2,Vice-Chair,NE Thames Regional Health Authority,,1990.0,,1994.0
3596,913,Non political,1,Chairman,Plan International UK,,1989.0,,2003.0
3596,916,Non political,1,Director,Woolwich Building Society,,1988.0,,1993.0
3596,915,Non political,1,Director,Gateway Building Society,,1987.0,,1988.0
3596,917,Non political,1,Member,London Electricity Board,,1984.0,,1990.0
3596,918,Public life,2,UK Representative ,UN Status of Women Commission,,1982.0,,1988.0
3596,911,Political,3,Member GLC,Enfield Southgate,,1977.0,,1986.0
3596,919,Public life,2,Member,Industrial Tribunal Panel for London,,1974.0,,1997.0
3596,921,Public life,2,Governor,National Heart Hospital,,1974.0,,1990.0
3596,920,Public life,2,Governor,Eastman Dental Hospital,,1971.0,,1980.0
